0.02,0.1,1.056125117239086,29,98,0.09019587660841417,0.03720162420524826,2.875,1.0157490003667402
0.02,0.1,1.0479984425282154,28,98,0.09126543553183197,0.041227947694457805,2.84375,1.04226173479099
0.02,0.1,1.0550112238142724,30,98,0.08938921080647007,0.03743725529862086,2.90625,0.9548331525488363
0.02,0.1,1.0477855052321932,27,98,0.09219119573223962,0.044493510560582275,2.8125,1.0522085616183026
0.02,0.1,1.0591411225684,28,98,0.09157574934064718,0.04117295822472729,2.84375,0.9794515796226972
0.02,0.1,1.0478107709950306,27,98,0.09176629423253864,0.04302145357952384,2.8125,1.0215922834726159
0.02,0.1,1.0502830299061134,29,98,0.09046837105353026,0.04037293114362091,2.875,0.9343531843023135
0.02,0.1,1.0501038489948227,27,98,0.09314720932768197,0.055178557964346,2.8125,1.0819588350001679
0.02,0.1,1.067803162851225,32,98,0.088104951754317,0.04179422353956498,2.96875,0.9422827735859471
0.02,0.1,1.0510540529716528,28,98,0.09156546824699462,0.045387239008024875,2.84375,1.04226173479099
0.02,0.17916666666666667,0.3385115828505271,31,98,0.2851612485998536,0.12794940233766464,2.9375,1.0671873729054748
0.02,0.17916666666666667,0.3298036537802437,29,98,0.28810010612783055,0.12995373745006347,2.875,1.1338934190276817
0.02,0.17916666666666667,0.32825274512648867,26,98,0.3010770931516334,0.16865620096498185,2.78125,1.0307764064044151
0.02,0.17916666666666667,0.32019514544135397,26,98,0.2986511884622567,0.13898709068185694,2.78125,1.0307764064044151
0.02,0.17916666666666667,0.3284827844126184,28,98,0.2935450554936342,0.13446067138684267,2.84375,0.9295629626804747
0.02,0.17916666666666667,0.3251961936181838,28,98,0.2919165005650161,0.13286652435169044,2.84375,1.0573814617041266
0.02,0.17916666666666667,0.32476975947122294,29,98,0.29151593700809536,0.14538059376938836,2.875,1
0.02,0.17916666666666667,0.3229326080597999,28,98,0.2914932535798609,0.13925537728878482,2.84375,1.0722880150881047
0.02,0.17916666666666667,0.32912038074655786,28,98,0.29607479848263224,0.15027828076853889,2.84375,1.0113443826498767
0.02,0.17916666666666667,0.3209550928612535,25,98,0.3021310375857058,0.15536963609403595,2.75,1.0540925533894598
0.02,0.25833333333333336,0.1565003301436061,27,98,0.6173056224290132,0.3191478751544145,2.8125,1.1529809536003097
0.02,0.25833333333333336,0.15764103509823724,28,98,0.6075197280864951,0.2896083829589821,2.84375,1.086990165110807
0.02,0.25833333333333336,0.15805637056646085,29,98,0.598857123954657,0.273039770644366,2.875,1.1198072396480807
0.02,0.25833333333333336,0.1573303092653846,26,98,0.622380088672439,0.3155544560631377,2.78125,0.9995038451691601
0.02,0.25833333333333336,0.1557549370942807,29,98,0.6033940578233424,0.3103704856096223,2.875,1.0615950861718073
0.02,0.25833333333333336,0.15837851118924792,29,98,0.6053766025279567,0.298113095630452,2.875,1.0910894511799618
0.02,0.25833333333333336,0.15756265479040651,29,98,0.6035182861759263,0.2911778549502451,2.875,1.0312575156051293
0.02,0.25833333333333336,0.15578267020347356,28,98,0.6063390796445051,0.27756069838856173,2.84375,1.0113443826498767
0.02,0.25833333333333336,0.15530486071246766,28,98,0.6061518153064751,0.2924115410324725,2.84375,1.0722880150881047
0.02,0.25833333333333336,0.15552456014567806,27,98,0.615650368546134,0.29578231443345937,2.8125,1.096531327587567
0.02,0.3375,0.09202245209457918,28,98,1.041329319651173,0.5323274444342262,2.84375,1.0269194184859356
0.02,0.3375,0.09094480606685473,27,98,1.045971853603698,0.5033270121585645,2.8125,1.0819588350001679
0.02,0.3375,0.0915264790300808,28,98,1.0362996386610628,0.5038961163508124,2.84375,1.1577036657874837
0.02,0.3375,0.09114605910306281,24,98,1.0854744055501868,0.5617355088158982,2.71875,1.105092828105476
0.02,0.3375,0.09244975509247448,31,98,1.0041141220863858,0.4253642583274097,2.9375,0.99002966125199
0.02,0.3375,0.09261092493275187,30,98,1.0165179180058375,0.5074479296537154,2.90625,1.1508278593711407
0.02,0.3375,0.0925648259491081,28,98,1.0359949526395065,0.48294220157682327,2.84375,1.086990165110807
0.02,0.3375,0.09121718089844104,27,98,1.0509967708626482,0.5350505651699653,2.8125,1.0370134162086937
0.02,0.3375,0.09223981785113992,26,98,1.0556881079646991,0.5280292228331885,2.78125,1.1334558757279536
0.02,0.3375,0.09185024432902804,30,98,1.0098349616494915,0.42855537696572266,2.90625,1.0796641159057772
0.02,0.4166666666666667,0.0603196718677138,28,98,1.5909250657490674,0.7920496035046592,2.84375,0.9955257046261682
0.02,0.4166666666666667,0.060272839841794025,26,98,1.617837892268096,0.8000178821002409,2.78125,1.0906347358231934
0.02,0.4166666666666667,0.06124099048263892,30,98,1.5401397887060955,0.6588919879909017,2.90625,1.0346190158394093
0.02,0.4166666666666667,0.059510933870672314,25,98,1.645442783774727,0.9829789836370614,2.75,1.1818736805705576
0.02,0.4166666666666667,0.06150074762677932,30,98,1.5540187387457522,0.6709173175775739,2.90625,1.0346190158394093
0.02,0.4166666666666667,0.06021820886993896,28,98,1.5871025821682512,0.6937865304281878,2.84375,0.9955257046261682
0.02,0.4166666666666667,0.06015759781290279,25,98,1.6340494162651915,0.8187914249504573,2.75,0.9594972228385659
0.02,0.4166666666666667,0.060231010932320715,29,98,1.5639425093331059,0.7172998972213905,2.875,1.1198072396480807
0.02,0.4166666666666667,0.05995809850332033,26,98,1.617645061505925,0.8656746925435765,2.78125,1.188152494087501
0.02,0.4166666666666667,0.0600290150771514,27,98,1.5928426786111503,0.7260841293610636,2.8125,1.0671873729054748
